Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Magnitude Type,Tsunamigenic,Significant,Approximate location,Depth (km),Solution finalised,Last updated date,Last updated time,Source,Mb,ML,Ms,Mwp,Mw,Longitude unc. (+/- km),Latitude unc.  (+/- km),Time unc. (+/- s),Depth unc. (+/- km),Phases used,Total phases,Stations used,Total stations,Gap Angle,RMS Residual,Location algorithm,Nearest station,EVENT ID,ORIGIN ID
1.6,2017-06-25,15:00:14,2017-06-26,01:00:14,-32.381,150.908,ML,-,true,"Muswellbrook, NSW. (Reported felt).",10.0,FINL,2017-06-26,15:02:48,AUST,-,1.57,-,-,-,-,-,1.09,0,18,20,9,10,189.2,1.42185911749371287702487882808287288122,locsat:iasp91,N/A,1316400,1494885
2.7,2017-06-25,10:45:35,2017-06-25,20:45:35,-32.34,150.888,ML,-,true,"Muswellbrook, NSW. (Reported felt).",10.0,FINL,2017-06-26,11:30:33,AUST,-,2.68,-,-,-,-,-,0.63,0,25,26,20,20,110.95,0.8984543993393920113649003182820384106672,locsat:iasp91,MGCD,1316162,1494784
1.8,2017-06-25,04:40:50,2017-06-25,14:40:50,-32.449,117.243,ML,-,-,"NE of Pingelly, WA.",10.0,FINL,2017-06-26,14:29:26,AUST,-,1.82,2.87,-,-,-,-,1.15,0,10,10,7,7,153.39,0.7466098713518325830413604547095816522959,locsat:iasp91,N/A,1316377,1494851
2.6,2017-06-24,15:19:54,2017-06-25,01:19:54,-32.338,150.903,ML,-,true,"Muswellbrook, NSW. (Reported felt).",10.0,FINL,2017-06-26,11:26:27,AUST,-,2.64,-,-,-,-,-,0.79,0,23,25,20,20,111.88,0.8633396087288014610982891626472203440913,locsat:iasp91,NTLH,1315756,1494762
1.5,2017-06-23,16:49:31,2017-06-24,02:49:31,-36.703,143.513,ML,-,-,"SE of St Arnaud, VIC.",10.0,FINL,2017-06-26,13:29:56,AUST,-,1.49,-,-,-,-,-,1.37,0,10,10,7,7,152.56,0.3515679166249389145189394260878596797047,locsat:iasp91,BRAT,1315628,1494835
2.9,2017-06-22,22:05:20,2017-06-23,08:05:20,-31.586,138.661,ML,-,-,"NE of Hawker, SA.",10.0,FINL,2017-06-23,10:01:55,AUST,-,2.9,-,-,-,-,-,0.95,0,12,12,10,10,65.63,0.5693640458148605880115497008351994993282,locsat:iasp91,NAPP,1315372,1493746
2.9,2017-06-21,05:34:28,2017-06-21,15:34:28,-25.565,129.955,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2017-06-22,14:22:44,AUST,-,2.92,-,-,-,-,-,1.82,0,8,8,6,6,201.77,0.358849550647621683767732403055608135066,locsat:iasp91,WRKA,1314810,1493220
2.8,2017-06-21,00:34:37,2017-06-21,10:34:37,-29.236,124.469,ML,-,-,"Great Victoria Desert, WA.",10.0,FINL,2017-06-22,13:46:34,AUST,-,2.78,-,-,-,-,-,1.39,0,7,7,5,5,108.42,0.5490027322336383418447297683211212097927,locsat:iasp91,N/A,1314868,1493194
1.7,2017-06-20,23:25:12,2017-06-21,09:25:12,-33.379,138.181,ML,-,-,"Crystal Brook, SA.",10.0,FINL,2017-06-21,10:36:18,AUST,-,1.73,-,-,-,-,-,1.22,0,12,13,6,7,189.15,0.7341423567674051593687705176992893210243,locsat:iasp91,N/A,1314522,1492780
1.9,2017-06-20,22:21:13,2017-06-21,08:21:13,-20.787,119.29,ML,-,-,"NW of Marble Bar, WA.",10.0,FINL,2017-06-21,09:32:07,AUST,-,1.91,-,-,-,-,-,6.13,0,5,5,3,3,306.28,0.0679749954027214333580712077582397105208,locsat:iasp91,PSA00,1314521,1492754
3.0,2017-06-16,18:54:21,2017-06-17,04:54:21,-19.559,120.838,ML,-,-,"SW of Broome, offshore WA.",10.0,FINL,2017-06-19,10:04:03,AUST,-,3.01,-,-,-,-,-,1.63,0,11,14,8,8,181.79,2.85744974958940816516595662208866228908,locsat:iasp91,PSA00,1313692,1491815
2.4,2017-06-14,11:30:08,2017-06-14,21:30:08,-31.348,138.621,ML,-,-,"S of Blinman, SA.",10.0,FINL,2017-06-15,13:17:59,AUST,-,2.41,3.42,-,-,-,-,0.94,0,12,13,8,8,130.06,1.88821256544587487492265027063316975769,locsat:iasp91,NAPP,1311775,1489823
2.6,2017-06-12,19:56:38,2017-06-13,05:56:38,-34.956,144.593,ML,-,true,"SW of Hay, NSW. (Reported felt).",10.0,FINL,2017-06-14,14:02:45,AUST,-,2.56,2.86,-,-,-,-,0.4,0,14,14,10,10,89.98,0.9680589931846686200249901583548328699838,locsat:iasp91,BRAT,1310764,1489310
2.8,2017-06-12,09:11:37,2017-06-12,19:11:37,-25.834,137.631,ML,-,-,"NW of Poeppels Corner, NT.",10.0,FINL,2017-06-14,14:09:19,AUST,-,2.76,-,-,-,-,-,1.27,0,11,14,8,8,152.86,3.22194819059170205911857723200880809189,locsat:iasp91,N/A,1311295,1489313
2.0,2017-06-12,08:53:14,2017-06-12,18:53:14,-33.957,139.373,ML,-,-,"NW of Morgan, SA.",10.0,FINL,2017-06-14,14:02:13,AUST,-,1.97,-,-,-,-,-,1.79,0,9,9,6,6,168.61,0.8809276045421919030649835242847129320112,locsat:iasp91,HTT,1311294,1489308
2.8,2017-06-09,18:04:23,2017-06-10,04:04:23,-22.153,121.019,ML,-,-,"SW of Telfer, WA.",10.0,FINL,2017-06-14,10:12:52,AUST,-,2.83,3.45,-,-,-,-,1.63,0,9,10,7,7,165.37,1.81025009321916622294905363850138625963,locsat:iasp91,PSA00,1311233,1489214
3.8,2017-06-09,17:16:15,2017-06-10,03:16:15,-22.315,121.139,ML,-,true,"SW of Telfer, WA.",10.0,FINL,2017-06-14,09:50:37,AUST,-,3.78,3.55,-,-,-,-,0.75,0,19,41,18,24,94.63,5.89763033851360486920296188581059973083,locsat:iasp91,PSA00,1309635,1489176
2.0,2017-06-08,12:26:32,2017-06-08,22:26:32,-34.643,148.03,ML,-,-,"Cootamundra, NSW.",10.0,FINL,2017-06-09,11:27:48,AUST,-,2.02,2.91,-,-,-,-,1.4,0,11,12,7,7,112.83,1.10778231917045266888648208977965370795,locsat:iasp91,N/A,1309471,1487366
2.5,2017-06-07,15:46:30,2017-06-08,01:46:30,-40.53,145.024,ML,-,-,"Offshore N of Smithton, TAS.",10.0,FINL,2017-06-08,11:06:26,AUST,-,2.53,3.15,-,-,-,-,1.29,0,13,13,12,12,180.51,0.3648552927057309598877343361533614877854,locsat:iasp91,N/A,1309167,1487066
3.2,2017-06-07,09:46:42,2017-06-07,19:46:42,-19.835,134.041,ML,-,-,"SW of Tennant Creek, NT.",10.0,FINL,2017-06-08,10:16:42,AUST,-,3.19,3.61,-,-,-,-,0.59,0,23,32,18,19,69.6,3.35695999008031074269573736930472904844,locsat:iasp91,N/A,1308945,1487044
2.2,2017-06-06,17:27:36,2017-06-07,03:27:36,-30.843,119.154,ML,-,-,"NE of Bullfinch, WA.",10.0,FINL,2017-06-07,10:36:15,AUST,-,2.24,3.08,-,-,-,-,1.88,0,8,10,6,6,160.8,1.36876725559899335283309614360323296604,locsat:iasp91,KLBR,1308850,1486711
2.2,2017-06-06,13:45:38,2017-06-06,23:45:38,-42.164,147.286,ML,-,-,"NW of Oatlands, TAS.",10.0,FINL,2017-06-07,10:07:48,AUST,-,2.15,-,-,-,-,-,1.17,0,9,9,6,6,157.29,0.7632775088757401317193240137057573181168,locsat:iasp91,N/A,1308828,1486682
2.2,2017-06-05,22:08:02,2017-06-06,08:08:02,-30.76,118.023,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:52:16,AUST,-,2.15,-,-,-,-,-,2.75,0,9,9,5,5,241.32,0.5918910372695298720390605003185811653845,locsat:iasp91,KLBR,1308596,1486439
2.3,2017-06-05,22:03:39,2017-06-06,08:03:39,-30.753,118.082,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:45:49,AUST,-,2.27,-,-,-,-,-,1.64,0,10,10,6,6,148.56,0.7719440394225477792836828773169838671545,locsat:iasp91,N/A,1308591,1486436
2.2,2017-06-05,17:25:01,2017-06-06,03:25:01,-30.799,117.937,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:42:28,AUST,-,2.22,-,-,-,-,-,2.52,0,9,9,5,5,235.11,0.5418356659439178048550090058824293392465,locsat:iasp91,KLBR,1308586,1486426
2.4,2017-06-05,17:22:29,2017-06-06,03:22:29,-30.786,117.981,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:36:35,AUST,-,2.35,3.39,-,-,-,-,1,0,13,16,9,9,91.31,2.62330629883359217309840882502792520235,locsat:iasp91,KLBR,1308585,1486424
2.4,2017-06-05,17:18:01,2017-06-06,03:18:01,-30.791,118.006,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:26:07,AUST,-,2.42,3.43,-,-,-,-,0.86,0,15,19,10,10,91.66,2.9583829153245545550364385156830365769,locsat:iasp91,N/A,1308584,1486422
2.2,2017-06-05,16:15:02,2017-06-06,02:15:02,-30.762,118.015,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:23:54,AUST,-,2.19,3.25,-,-,-,-,1.4,0,11,11,6,6,187.59,0.5427672362323215316728826817472439476856,locsat:iasp91,N/A,1308582,1486416
2.0,2017-06-05,15:19:53,2017-06-06,01:19:53,-30.826,117.932,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,11:07:43,AUST,-,2.01,3.63,-,-,-,-,2.86,0,8,9,5,6,234.66,0.5856838358325723467016797920188572883349,locsat:iasp91,KLBR,1308597,1486452
2.2,2017-06-05,11:16:16,2017-06-05,21:16:16,-37.867,145.505,ML,-,true,"Macclesfield area, VIC. (Reported felt).",10.0,FINL,2017-06-06,08:28:19,AUST,-,2.21,-,-,-,-,-,1.39,0,9,9,8,8,89.35,0.3838716510038797387573032738377697019528,locsat:iasp91,TOO,1308383,1486351
2.2,2017-06-05,11:15:12,2017-06-05,21:15:12,-30.786,117.963,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:36:07,AUST,-,2.19,-,-,-,-,-,1.77,0,10,10,6,6,184.42,0.796799786646557781318206224654331557434,locsat:iasp91,N/A,1308581,1486412
2.2,2017-06-05,10:20:42,2017-06-05,20:20:42,-30.792,117.972,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:37:18,AUST,-,2.22,-,-,-,-,-,1.88,0,9,9,5,5,185.14,0.311555416864765453202647083376329710517,locsat:iasp91,KLBR,1308558,1486388
2.9,2017-06-05,09:11:03,2017-06-05,19:11:03,-30.752,118.05,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:38:10,AUST,-,2.92,-,-,-,-,-,1.01,0,15,19,10,13,91.29,2.26476072861897197859793885643651305057,locsat:iasp91,KLBR,1308374,1486366
2.4,2017-06-04,17:36:47,2017-06-05,03:36:47,-37.925,148.498,ML,-,-,"Offshore S of Orbost, VIC.",10.0,FINL,2017-06-05,15:36:50,AUST,-,2.44,-,-,-,-,-,3.09,0,12,12,7,7,246.42,0.6723209179154450989873240381473622662648,locsat:iasp91,MILA,1308295,1486095
1.9,2017-06-03,23:16:34,2017-06-04,09:16:34,-30.789,117.998,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:41:30,AUST,-,1.94,-,-,-,-,-,6.12,0,6,6,3,3,275.63,1.01856762171198039707423799709710701363,locsat:iasp91,N/A,1308277,1485995
2.6,2017-06-03,19:56:52,2017-06-04,05:56:52,-33.228,119.083,ML,-,-,"South Newdegate, WA.",10.0,FINL,2017-06-05,11:38:12,AUST,-,2.62,-,-,-,-,-,2.16,0,7,7,5,5,178.51,0.3348163675807979373103253282956615587997,locsat:iasp91,N/A,1308268,1485975
2.0,2017-06-03,08:17:43,2017-06-03,18:17:43,-33.954,148.249,ML,-,-,"Near Grenfell, NSW.",10.0,FINL,2017-06-05,11:54:31,AUST,-,1.97,-,-,-,-,-,3.43,0,12,12,7,7,297.86,0.7830935980668807212805616005395597474904,locsat:iasp91,YNG,1308269,1485978
1.8,2017-06-03,07:50:30,2017-06-03,17:50:30,-30.842,117.91,ML,-,-,"NW of Mukinbudin, WA.",10.0,FINL,2017-06-06,10:40:11,AUST,-,1.84,-,-,-,-,-,5.63,0,6,6,3,3,267.65,0.3155701189910096668561942867441821836122,locsat:iasp91,N/A,1308265,1485963
2.5,2017-06-03,07:33:32,2017-06-03,17:33:32,-30.808,119.169,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-06-05,10:48:24,AUST,-,2.49,-,-,-,-,-,0.85,0,14,14,9,9,132.49,0.9518451629785772492882998345591522619154,locsat:iasp91,N/A,1307686,1485962
2.1,2017-06-02,17:34:51,2017-06-03,03:34:51,-32.064,117.721,ML,-,-,"SE of Quairading, WA.",10.0,FINL,2017-06-05,10:30:34,AUST,-,2.07,-,-,-,-,-,1.59,0,9,9,5,5,190.02,0.6889609729311394182682394424290457932747,locsat:iasp91,KLBR,1308262,1485948
1.9,2017-06-01,16:49:33,2017-06-02,02:49:33,-30.866,117.062,ML,-,-,"Near Manmanning, WA.",10.0,FINL,2017-06-02,12:13:26,AUST,-,1.87,-,-,-,-,-,1.3,0,9,9,5,5,167.43,0.6023992769657753240362185564542626846539,locsat:iasp91,KLBR,1307247,1484912
1.6,2017-05-31,23:07:34,2017-06-01,09:07:34,-34.748,149.148,ML,-,-,"Dalton, NSW.",0.0,FINL,2017-06-02,09:45:47,AUST,-,1.64,-,-,-,-,-,1.07,0,10,10,6,6,115.56,0.7876275769676935327766947221653397629648,locsat:iasp91,N/A,1307022,1484840
2.9,2017-05-31,10:30:52,2017-05-31,20:30:52,-25.548,129.788,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2017-06-01,10:42:31,AUST,-,2.94,3.24,-,-,-,-,0.94,0,12,18,8,9,107.39,3.33310188363132198249520163573784686889,locsat:iasp91,WRKA,1306861,1484578
2.9,2017-05-31,07:47:33,2017-05-31,17:47:33,-33.792,138.884,ML,-,true,"S of Burra, SA. (Reported felt).",10.0,FINL,2017-06-01,10:06:38,AUST,-,2.9,3.41,-,-,-,-,0.63,0,20,21,15,15,93.89,1.01351789515998374873204124528613621606,locsat:iasp91,N/A,1306780,1484557
1.6,2017-05-30,05:13:14,2017-05-30,15:13:14,-30.739,117.105,ML,-,-,"Cadoux, WA.",10.0,FINL,2017-05-31,10:42:24,AUST,-,1.59,-,-,-,-,-,1.63,0,8,8,4,4,176.26,0.7440114246434660763931706837146483316291,locsat:iasp91,BLDU,1306628,1484199
2.0,2017-05-29,16:07:36,2017-05-30,02:07:36,-32.358,122.545,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2017-05-30,11:42:04,AUST,-,1.97,-,-,-,-,-,3.1,0,5,5,3,3,206.53,0.6471667482187260832135328594803411462222,locsat:iasp91,KMBL,1306193,1483750
3.7,2017-05-28,16:50:24,2017-05-29,02:50:24,-19.863,133.946,ML,-,true,"Tennant Creek, NT. (Reported felt).",10.0,FINL,2017-05-29,15:30:11,AUST,-,3.68,-,-,-,-,-,0.63,0,23,37,21,29,69.24,2.55826373764538814629940272885312216953,naloc3d,WC3,1305657,1483368
1.9,2017-05-28,05:09:26,2017-05-28,15:09:26,-34.455,148.751,ML,-,-,"Near Boorowa, NSW.",10.0,FINL,2017-05-29,12:14:40,AUST,-,1.91,-,-,-,-,-,3.84,0,8,8,4,4,251.27,0.4925841298702182102204111681811659379246,locsat:iasp91,CNB,1305809,1483324
2.7,2017-05-27,11:33:32,2017-05-27,21:33:32,-30.873,121.391,ML,-,true,"Near Boulder, WA. (Reported felt).",10.0,FINL,2017-05-29,11:31:26,AUST,-,2.72,3.13,-,-,-,-,1.34,0,8,9,6,6,116.36,2.07160058891669559208477816657492134116,locsat:iasp91,N/A,1305786,1483299
2.3,2017-05-24,10:11:49,2017-05-24,20:11:49,-33.921,148.251,ML,-,-,"Near Grenfell, NSW.",10.0,FINL,2017-05-25,12:05:47,AUST,-,2.27,2.75,-,-,-,-,1.61,0,10,10,6,6,154.95,0.26515957459612881193690264334693975734,locsat:iasp91,YNG,1304312,1481756
2.8,2017-05-23,20:22:22,2017-05-24,06:22:22,-19.87,133.97,ML,-,-,"Tennant Creek,  NT.",10.0,FINL,2017-05-24,10:32:43,AUST,-,2.75,2.9,-,-,-,-,0.81,0,15,18,12,13,69.08,2.07751692064241815059269276019774122517,locsat:iasp91,WB2,1303814,1481238
2.9,2017-05-23,12:23:54,2017-05-23,22:23:54,-28.429,136.053,ML,-,-,"SE of Oodnadatta, SA.",10.0,FINL,2017-05-24,10:57:11,AUST,-,2.92,3.08,-,-,-,-,1.2,0,9,9,6,6,108.68,0.9114145294236012147580140536140055877855,locsat:iasp91,OOD,1303817,1481248
2.3,2017-05-23,09:32:29,2017-05-23,19:32:29,-33.865,148.271,ML,-,-,"Near Grenfell, NSW.",10.0,FINL,2017-05-24,10:55:59,AUST,-,2.28,2.75,-,-,-,-,1.07,0,20,20,13,13,119,0.6729378500277718811620038333530529874422,locsat:iasp91,N/A,1303816,1481247
1.5,2017-05-22,17:21:50,2017-05-23,03:21:50,-33.954,148.37,ML,-,-,"SE of Grenfell, NSW.",10.0,FINL,2017-05-23,11:47:29,AUST,-,1.5,-,-,-,-,-,3.22,0,12,13,7,7,322.87,0.9840665237050405206325643837307356671683,locsat:iasp91,N/A,1303498,1480902
2.5,2017-05-22,15:12:58,2017-05-23,01:12:58,-32.105,118.854,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-05-23,10:26:17,AUST,-,2.52,3.2,-,-,-,-,0.92,0,14,14,9,9,128.7,0.8357788070331254132369908377466149832051,locsat:iasp91,N/A,1303492,1480871
2.4,2017-05-22,15:00:57,2017-05-23,01:00:57,-32.148,118.893,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-05-23,11:05:06,AUST,-,2.43,-,-,-,-,-,1.58,0,9,9,5,5,166.65,0.684275204545331713684432205149403610681,locsat:iasp91,KLBR,1303497,1480887
2.4,2017-05-22,14:39:53,2017-05-23,00:39:53,-32.106,118.892,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-05-23,11:04:17,AUST,-,2.4,3.06,-,-,-,-,1.44,0,10,10,6,6,164.49,0.4207137982049079407160455619659870977063,locsat:iasp91,KLBR,1303496,1480885
2.5,2017-05-22,14:36:47,2017-05-23,00:36:47,-32.038,118.922,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-05-23,10:55:44,AUST,-,2.47,3.02,-,-,-,-,1.77,0,10,11,6,6,161.62,1.10743717244324560783952194357083745806,locsat:iasp91,N/A,1303495,1480883
2.5,2017-05-22,14:26:40,2017-05-23,00:26:40,-32.032,118.918,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-05-23,10:52:13,AUST,-,2.49,3,-,-,-,-,1.48,0,11,11,6,6,161.25,1.05465841087831070137306669535300784914,locsat:iasp91,KLBR,1303494,1480880
2.6,2017-05-22,14:21:44,2017-05-23,00:21:44,-32.101,118.912,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-05-23,10:43:20,AUST,-,2.57,3.24,-,-,-,-,0.86,0,16,19,10,10,129.46,2.25016821593408878191968375739673344343,locsat:iasp91,KLBR,1303353,1480878
1.8,2017-05-22,13:14:30,2017-05-22,23:14:30,-36.302,148.98,ML,-,-,"SW of Cooma, NSW.",10.0,FINL,2017-05-23,10:16:46,AUST,-,1.78,-,-,-,-,-,1.07,0,16,16,9,9,176.94,0.5506126701230185095312703631689993101792,locsat:iasp91,N/A,1303491,1480869
2.5,2017-05-22,00:38:24,2017-05-22,10:38:24,-38.524,146.5,ML,-,-,"Yarram, VIC.",10.0,FINL,2017-05-23,10:03:21,AUST,-,2.45,-,-,-,-,-,1.89,0,6,6,5,5,138.78,0.7481473785291237655851465409352773893065,locsat:iasp91,TOO,1303167,1480858
2.4,2017-05-21,14:50:05,2017-05-22,00:50:05,-37.355,148.027,ML,-,-,"SE of Omeo, VIC.",10.0,FINL,2017-05-22,15:32:15,AUST,-,2.44,-,-,-,-,-,1.37,0,13,15,8,10,182.14,0.780248336535661360500314846896141540623,locsat:iasp91,MILA,1303189,1480579
3.4,2017-05-19,23:46:48,2017-05-20,09:46:48,-25.233,111.49,ML,-,-,"Indian Ocean, W of Carnarvon, WA.",10.0,FINL,2017-05-22,10:03:32,AUST,-,3.41,-,-,-,-,-,3.02,0,11,11,8,8,255.09,0.8627713802308549835074799485903297501521,locsat:iasp91,GIRL,1303133,1480439
2.0,2017-05-18,22:52:45,2017-05-19,08:52:45,-32.491,117.303,ML,-,-,"NE of Pingelly, WA.",10.0,FINL,2017-05-19,10:47:52,AUST,-,1.98,-,-,-,-,-,0.99,0,13,13,7,7,163.84,0.7293329407489685444465922915061887707121,locsat:iasp91,NWAO,1301796,1479130
2.2,2017-05-18,12:58:03,2017-05-18,22:58:03,-33.051,138.24,ML,-,true,"N of Laura, SA. (Reported felt).",10.0,FINL,2017-05-19,10:09:51,AUST,-,2.23,2.89,-,-,-,-,0.81,0,18,22,13,13,91.74,1.8677596813489489372925133205172643619,locsat:iasp91,NAPP,1301719,1479110
2.1,2017-05-16,14:27:10,2017-05-17,00:27:10,-34.194,147.635,ML,-,-,"NE of Temora, NSW.",10.0,FINL,2017-05-17,10:47:59,AUST,-,2.05,-,-,-,-,-,2.85,0,13,13,7,7,324.03,0.6078666984437649524979813830921425173595,locsat:iasp91,N/A,1301295,1478557
2.9,2017-05-15,22:57:49,2017-05-16,08:57:49,-25.135,129.945,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2017-05-16,11:55:15,AUST,-,2.86,3.11,-,-,-,-,0.86,0,14,20,9,11,77.35,2.7944405969710646185904882814910461458,locsat:iasp91,N/A,1300821,1478091
3.9,2017-05-15,19:12:42,2017-05-16,05:12:42,-27.167,123.588,ML,-,true,"Near Lake Wells, WA.",10.0,FINL,2017-05-16,10:20:30,AUST,-,3.9,3.42,-,-,-,-,0.95,0,13,45,11,29,95.49,4.99348902739023415456024231003895621283,locsat:iasp91,N/A,1300786,1478082
3.0,2017-05-15,10:22:44,2017-05-15,20:22:44,-32.117,146.571,ML,-,-,"SE of Cobar, NSW.",10.0,FINL,2017-05-16,09:59:57,AUST,-,2.96,-,-,-,-,-,0.4,0,30,31,24,24,40.02,0.8877214943961327930004646385259636623924,locsat:iasp91,CMSA,1300612,1478073
2.8,2017-05-15,09:59:16,2017-05-15,19:59:16,-33.928,148.267,ML,-,true,"Grenfell, NSW. (Reported felt).",10.0,FINL,2017-05-16,08:38:07,AUST,-,2.75,-,-,-,-,-,0.65,0,28,30,18,18,72.48,1.83679423634403498927037862090296681818,locsat:iasp91,YNG,1300599,1478019
2.2,2017-05-14,17:06:46,2017-05-15,03:06:46,-32.989,118.501,ML,-,-,"Lake Grace, WA.",10.0,FINL,2017-05-15,15:14:46,AUST,-,2.17,-,-,-,-,-,3.59,0,7,7,4,4,242.11,0.2791579174179784160808005788131167443264,locsat:iasp91,NWAO,1300543,1477721
2.0,2017-05-14,04:14:19,2017-05-14,14:14:19,-31.688,117.011,ML,-,-,"Near Meckering, WA.",10.0,FINL,2017-05-15,12:56:34,AUST,-,2.01,-,-,-,-,-,0.93,0,12,12,7,7,95.02,0.5214775482543168256101567440300483043738,locsat:iasp91,N/A,1300538,1477711
1.6,2017-05-14,01:41:41,2017-05-14,11:41:41,-34.308,147.623,ML,-,-,"NE of Temora, NSW.",10.0,FINL,2017-05-15,13:03:27,AUST,-,1.63,-,-,-,-,-,3.4,0,10,10,6,6,317.09,0.211098081469254476026715365377700459618,locsat:iasp91,YNG,1300539,1477713
2.3,2017-05-13,18:24:01,2017-05-14,04:24:01,-31.764,138.598,ML,-,-,"NE of Hawker, SA.",10.0,FINL,2017-05-15,11:23:14,AUST,-,2.27,-,-,-,-,-,0.75,0,17,18,11,11,77.5,1.65940903135222610892530152245648317208,locsat:iasp91,NAPP,1300533,1477700
2.8,2017-05-13,17:43:12,2017-05-14,03:43:12,-38.185,146.277,ML,-,true,"Moe, VIC. (Reported felt).",10.0,FINL,2017-05-15,11:05:40,AUST,-,2.77,-,-,-,-,-,0.5,0,24,24,19,19,97.82,1.28165048212581472634186704420435525581,locsat:iasp91,TOO,1300219,1477690
3.1,2017-05-13,09:27:13,2017-05-13,19:27:13,-33.204,119.272,ML,-,-,"SE of Newdegate, WA.",10.0,FINL,2017-05-15,12:02:28,AUST,-,3.07,3.08,-,-,-,-,1.12,0,15,21,11,12,158.57,2.9546303531591771369205980946766651213,locsat:iasp91,NWAO,1300535,1477705
1.9,2017-05-11,15:23:30,2017-05-12,01:23:30,-32.477,117.301,ML,-,-,"NE of Pingelly, WA.",10.0,FINL,2017-05-12,10:27:30,AUST,-,1.87,-,-,-,-,-,1.97,0,7,7,4,4,163.02,0.5112630019303735446637061895788815812139,locsat:iasp91,NWAO,1299576,1476678
2.0,2017-05-11,11:08:03,2017-05-11,21:08:03,-32.476,117.301,ML,-,-,"NE of Pingelly, WA.",10.0,FINL,2017-05-12,10:36:05,AUST,-,2.01,3.03,-,-,-,-,1.17,0,11,11,6,6,162.9,0.886275198385200934269455302703092255612,locsat:iasp91,N/A,1299580,1476685
1.9,2017-05-07,13:46:21,2017-05-07,23:46:21,-33.969,118.374,ML,-,-,"E of Gnowangerup, WA.",10.0,FINL,2017-05-08,17:12:33,AUST,-,1.87,-,-,-,-,-,6.69,0,6,7,4,4,253.11,2.31123377688813024766531735615534581116,locsat:iasp91,RKGY,1298171,1475211
2.0,2017-05-07,13:15:21,2017-05-07,23:15:21,-37.893,146.489,ML,-,-,"NE of Rawson, VIC.",10.0,FINL,2017-05-08,17:16:11,AUST,-,2.01,-,-,-,-,-,2.57,0,6,6,4,4,196.29,0.3545022331852555951305018970165089131546,locsat:iasp91,N/A,1298174,1475217
2.7,2017-05-06,19:00:27,2017-05-07,05:00:27,-26.298,154.722,ML,-,-,"Offshore Eastern QLD, Coral Sea.",10.0,FINL,2017-05-08,13:22:36,AUST,-,2.71,-,-,-,-,-,3.88,0,8,9,5,5,287.7,1.6789152913579516134228317651326779064,locsat:iasp91,GC2F,1297771,1475145
2.2,2017-05-04,12:56:10,2017-05-04,22:56:10,-30.382,117.778,ML,-,true,"NW of Beacon, WA. (Reported felt).",10.0,FINL,2017-05-05,10:39:43,AUST,-,2.18,2.82,-,-,-,-,1.28,0,11,15,8,8,95.36,1.55842636442449000726515608634344210387,locsat:iasp91,BLDU,1296769,1473869
2.1,2017-05-03,18:08:19,2017-05-04,04:08:19,-32.805,138.91,ML,-,-,"SE of Orroroo, SA.",10.0,FINL,2017-05-04,16:13:37,AUST,-,2.05,-,-,-,-,-,1,0,12,13,8,8,110.66,1.06005134128203722293419034080228382632,locsat:iasp91,HTT,1296712,1473678
3.1,2017-05-03,17:56:24,2017-05-04,03:56:24,-22.607,127.936,ML,-,-,"W of Lake Mackay, WA.",10.0,FINL,2017-05-04,15:18:59,AUST,-,3.06,3.14,-,-,-,-,0.88,0,13,32,11,18,63.42,5.88180630206401815678117698711683455935,locsat:iasp91,WRKA,1296672,1473625
3.4,2017-05-03,17:33:03,2017-05-04,03:33:03,-20.249,117.883,ML,-,-,"Offshore NW of Port Hedland, WA.",10.0,FINL,2017-05-04,16:01:55,AUST,-,3.36,3.28,-,-,-,-,21.79,0,8,16,8,10,287.7,3.4535704984117524164451644484066889127,locsat:iasp91,PSA00,1296694,1473663
